NCBI GeneID,Symbol,Description,Taxonomic Name,Gene Type,Ensembl GeneIDs
133688,UGT3A1,UDP glycosyltransferase family 3 member A1,Homo sapiens,PROTEIN_CODING,ENSG00000145626
133690,CAPSL,calcyphosine like,Homo sapiens,PROTEIN_CODING,ENSG00000152611
1339,COX6A2,cytochrome c oxidase subunit 6A2,Homo sapiens,PROTEIN_CODING,ENSG00000156885
134111,UBE2QL1,ubiquitin conjugating enzyme E2 Q family like 1,Homo sapiens,PROTEIN_CODING,ENSG00000215218
134145,ATPSCKMT,ATP synthase c subunit lysine N-methyltransferase,Homo sapiens,PROTEIN_CODING,ENSG00000150756
134147,CMBL,carboxymethylenebutenolidase homolog,Homo sapiens,PROTEIN_CODING,ENSG00000164237
134265,AFAP1L1,actin filament associated protein 1 like 1,Homo sapiens,PROTEIN_CODING,ENSG00000157510
134266,GRPEL2,"GrpE like 2, mitochondrial",Homo sapiens,PROTEIN_CODING,ENSG00000164284
134288,TMEM174,transmembrane protein 174,Homo sapiens,PROTEIN_CODING,ENSG00000164325
134353,LSM11,"LSM11, U7 small nuclear RNA associated",Homo sapiens,PROTEIN_CODING,ENSG00000155858
134391,GPR151,G protein-coupled receptor 151,Homo sapiens,PROTEIN_CODING,ENSG00000173250
134492,NUDCD2,NudC domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000170584
134510,UBLCP1,ubiquitin like domain containing CTD phosphatase 1,Homo sapiens,PROTEIN_CODING,ENSG00000164332
134526,ACOT12,acyl-CoA thioesterase 12,Homo sapiens,PROTEIN_CODING,ENSG00000172497
134549,SHROOM1,shroom family member 1,Homo sapiens,PROTEIN_CODING,ENSG00000164403
134553,C5orf24,chromosome 5 open reading frame 24,Homo sapiens,PROTEIN_CODING,ENSG00000181904
134637,ADAT2,adenosine deaminase tRNA specific 2,Homo sapiens,PROTEIN_CODING,ENSG00000189007
134701,RIPPLY2,ripply transcriptional repressor 2,Homo sapiens,PROTEIN_CODING,ENSG00000203877
134728,IRAK1BP1,interleukin 1 receptor associated kinase 1 binding protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000146243
134829,CLVS2,clavesin 2,Homo sapiens,PROTEIN_CODING,ENSG00000146352
134860,TAAR9,trace amine associated receptor 9,Homo sapiens,PROTEIN_CODING,ENSG00000237110
1350,COX7C,cytochrome c oxidase subunit 7C,Homo sapiens,PROTEIN_CODING,ENSG00000127184
1351,COX8A,cytochrome c oxidase subunit 8A,Homo sapiens,PROTEIN_CODING,ENSG00000176340
135114,HINT3,histidine triad nucleotide binding protein 3,Homo sapiens,PROTEIN_CODING,ENSG00000111911
135152,B3GAT2,"beta-1,3-glucuronyltransferase 2",Homo sapiens,PROTEIN_CODING,ENSG00000112309
135154,SDHAF4,succinate dehydrogenase complex assembly factor 4,Homo sapiens,PROTEIN_CODING,ENSG00000154079
135293,PM20D2,peptidase M20 domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000146281
135295,SRSF12,serine and arginine rich splicing factor 12,Homo sapiens,PROTEIN_CODING,ENSG00000154548
1353,COX11,cytochrome c oxidase copper chaperone COX11,Homo sapiens,PROTEIN_CODING,ENSG00000166260
135398,C6orf141,chromosome 6 open reading frame 141,Homo sapiens,PROTEIN_CODING,ENSG00000197261
135458,HUS1B,HUS1 checkpoint clamp component B,Homo sapiens,PROTEIN_CODING,ENSG00000188996
135644,TRIM40,tripartite motif containing 40,Homo sapiens,PROTEIN_CODING,ENSG00000204614
135656,MUCL3,mucin like 3,Homo sapiens,PROTEIN_CODING,ENSG00000168631
135886,TMEM270,transmembrane protein 270,Homo sapiens,PROTEIN_CODING,ENSG00000175877
135892,TRIM50,tripartite motif containing 50,Homo sapiens,PROTEIN_CODING,ENSG00000146755
135927,LLCFC1,LLLL and CFNLAS motif containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000165131
135932,TMEM139,transmembrane protein 139,Homo sapiens,PROTEIN_CODING,ENSG00000178826
136051,ZNF786,zinc finger protein 786,Homo sapiens,PROTEIN_CODING,ENSG00000197362
136227,COL26A1,collagen type XXVI alpha 1 chain,Homo sapiens,PROTEIN_CODING,ENSG00000160963
136306,SVOPL,SVOP like,Homo sapiens,PROTEIN_CODING,ENSG00000157703
136332,LRGUK,leucine rich repeats and guanylate kinase domain containing,Homo sapiens,PROTEIN_CODING,ENSG00000155530
136371,ASB10,ankyrin repeat and SOCS box containing 10,Homo sapiens,PROTEIN_CODING,ENSG00000146926
136853,SSC4D,scavenger receptor cysteine rich family member with 4 domains,Homo sapiens,PROTEIN_CODING,ENSG00000146700
136895,SPMIP4,sperm microtubule inner protein 4,Homo sapiens,PROTEIN_CODING,ENSG00000153790
136991,ASZ1,"ankyrin repeat, SAM and basic leucine zipper domain containing 1",Homo sapiens,PROTEIN_CODING,ENSG00000154438
1370,CPN2,carboxypeptidase N subunit 2,Homo sapiens,PROTEIN_CODING,ENSG00000178772
137075,CLDN23,claudin 23,Homo sapiens,PROTEIN_CODING,ENSG00000253958
137362,GOT1L1,glutamic-oxaloacetic transaminase 1 like 1,Homo sapiens,PROTEIN_CODING,ENSG00000169154
137682,NDUFAF6,NADH:ubiquinone oxidoreductase complex assembly factor 6,Homo sapiens,PROTEIN_CODING,ENSG00000156170
137695,TMEM68,transmembrane protein 68,Homo sapiens,PROTEIN_CODING,ENSG00000167904
137835,TMEM71,transmembrane protein 71,Homo sapiens,PROTEIN_CODING,ENSG00000165071
137868,SGCZ,sarcoglycan zeta,Homo sapiens,PROTEIN_CODING,ENSG00000185053
137886,UBXN2B,UBX domain protein 2B,Homo sapiens,PROTEIN_CODING,ENSG00000215114
1379,CR1L,complement C3b/C4b receptor 1 like,Homo sapiens,PROTEIN_CODING,ENSG00000197721
137902,PXDNL,peroxidasin like,Homo sapiens,PROTEIN_CODING,ENSG00000147485
137994,LETM2,leucine zipper and EF-hand containing transmembrane protein 2,Homo sapiens,PROTEIN_CODING,ENSG00000165046
138009,DCAF4L2,DDB1 and CUL4 associated factor 4 like 2,Homo sapiens,PROTEIN_CODING,ENSG00000176566
138046,RALYL,RALY RNA binding protein like,Homo sapiens,PROTEIN_CODING,ENSG00000184672
138065,RNF183,ring finger protein 183,Homo sapiens,PROTEIN_CODING,ENSG00000165188
138151,NACC2,NACC family member 2,Homo sapiens,PROTEIN_CODING,ENSG00000148411
138162,PIERCE1,piercer of microtubule wall 1,Homo sapiens,PROTEIN_CODING,ENSG00000160345
138199,CARNMT1,carnosine N-methyltransferase 1,Homo sapiens,PROTEIN_CODING,ENSG00000156017
138255,CFAP95,cilia and flagella associated protein 95,Homo sapiens,PROTEIN_CODING,ENSG00000204711
138307,LCN8,lipocalin 8,Homo sapiens,PROTEIN_CODING,ENSG00000204001
138311,DIPK1B,divergent protein kinase domain 1B,Homo sapiens,PROTEIN_CODING,ENSG00000165716
138428,PTRH1,peptidyl-tRNA hydrolase 1 homolog,Homo sapiens,PROTEIN_CODING,ENSG00000187024
138429,PIP5KL1,phosphatidylinositol-4-phosphate 5-kinase like 1,Homo sapiens,PROTEIN_CODING,ENSG00000167103
138474,TAF1L,TATA-box binding protein associated factor 1 like,Homo sapiens,PROTEIN_CODING,ENSG00000122728
138639,PTPDC1,protein tyrosine phosphatase domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000158079
138715,ARID3C,AT-rich interaction domain 3C,Homo sapiens,PROTEIN_CODING,ENSG00000205143
138716,RPP25L,ribonuclease P/MRP subunit p25 like,Homo sapiens,PROTEIN_CODING,ENSG00000164967
1389,CREBL2,cAMP responsive element binding protein like 2,Homo sapiens,PROTEIN_CODING,ENSG00000111269
139065,SLITRK4,SLIT and NTRK like family member 4,Homo sapiens,PROTEIN_CODING,ENSG00000179542
139067,SPANXN3,SPANX family member N3,Homo sapiens,PROTEIN_CODING,ENSG00000189252
139081,MAGEC3,MAGE family member C3,Homo sapiens,PROTEIN_CODING,ENSG00000165509
139105,BEND2,BEN domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000177324
139212,DNAAF6,dynein axonemal assembly factor 6,Homo sapiens,PROTEIN_CODING,ENSG00000080572
139221,PWWP3B,PWWP domain containing 3B,Homo sapiens,PROTEIN_CODING,ENSG00000157502
139231,FAM199X,"family with sequence similarity 199, X-linked",Homo sapiens,PROTEIN_CODING,ENSG00000123575
139322,APOOL,apolipoprotein O like,Homo sapiens,PROTEIN_CODING,ENSG00000155008
139324,HDX,highly divergent homeobox,Homo sapiens,PROTEIN_CODING,ENSG00000165259
139378,ADGRG4,adhesion G protein-coupled receptor G4,Homo sapiens,PROTEIN_CODING,ENSG00000156920
139411,PTCHD1,patched domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000165186
139422,MAGEB10,MAGE family member B10,Homo sapiens,PROTEIN_CODING,ENSG00000177689
139562,OTUD6A,OTU deubiquitinase 6A,Homo sapiens,PROTEIN_CODING,ENSG00000189401
139596,UPRT,uracil phosphoribosyltransferase homolog,Homo sapiens,PROTEIN_CODING,ENSG00000094841
139599,MAGEE2,MAGE family member E2,Homo sapiens,PROTEIN_CODING,ENSG00000186675
139604,MAGEB16,MAGE family member B16,Homo sapiens,PROTEIN_CODING,ENSG00000189023
139716,GAB3,GRB2 associated binding protein 3,Homo sapiens,PROTEIN_CODING,ENSG00000160219
139728,PNCK,pregnancy up-regulated nonubiquitous CaM kinase,Homo sapiens,PROTEIN_CODING,ENSG00000130822
139741,ACTRT1,actin related protein T1,Homo sapiens,PROTEIN_CODING,ENSG00000123165
139804,RBMXL3,RBMX like 3,Homo sapiens,PROTEIN_CODING,ENSG00000175718
139818,DOCK11,dedicator of cytokinesis 11,Homo sapiens,PROTEIN_CODING,ENSG00000147251
140032,RPS4Y2,ribosomal protein S4 Y-linked 2,Homo sapiens,PROTEIN_CODING,ENSG00000280969
140258,KRTAP13-1,keratin associated protein 13-1,Homo sapiens,PROTEIN_CODING,ENSG00000198390
140456,ASB11,ankyrin repeat and SOCS box containing 11,Homo sapiens,PROTEIN_CODING,ENSG00000165192
140458,ASB5,ankyrin repeat and SOCS box containing 5,Homo sapiens,PROTEIN_CODING,ENSG00000164122
140459,ASB6,ankyrin repeat and SOCS box containing 6,Homo sapiens,PROTEIN_CODING,ENSG00000148331
140460,ASB7,ankyrin repeat and SOCS box containing 7,Homo sapiens,PROTEIN_CODING,ENSG00000183475
140461,ASB8,ankyrin repeat and SOCS box containing 8,Homo sapiens,PROTEIN_CODING,ENSG00000177981
140467,ZNF358,zinc finger protein 358,Homo sapiens,PROTEIN_CODING,ENSG00000198816
140469,MYO3B,myosin IIIB,Homo sapiens,PROTEIN_CODING,ENSG00000071909
140545,RNF32,ring finger protein 32,Homo sapiens,PROTEIN_CODING,ENSG00000105982
140578,CHODL,chondrolectin,Homo sapiens,PROTEIN_CODING,ENSG00000154645
140597,TCEAL2,transcription elongation factor A like 2,Homo sapiens,PROTEIN_CODING,ENSG00000184905
140606,SELENOM,selenoprotein M,Homo sapiens,PROTEIN_CODING,ENSG00000198832
140612,ZFP28,ZFP28 zinc finger protein,Homo sapiens,PROTEIN_CODING,ENSG00000196867
140625,ACTRT2,actin related protein T2,Homo sapiens,PROTEIN_CODING,ENSG00000169717
140679,SLC32A1,solute carrier family 32 member 1,Homo sapiens,PROTEIN_CODING,ENSG00000101438
140683,BPIFA2,BPI fold containing family A member 2,Homo sapiens,PROTEIN_CODING,ENSG00000131050
140685,ZBTB46,zinc finger and BTB domain containing 46,Homo sapiens,PROTEIN_CODING,ENSG00000130584
140686,WFDC3,WAP four-disulfide core domain 3,Homo sapiens,PROTEIN_CODING,ENSG00000124116
140688,NOL4L,nucleolar protein 4 like,Homo sapiens,PROTEIN_CODING,ENSG00000197183
140689,CBLN4,cerebellin 4 precursor,Homo sapiens,PROTEIN_CODING,ENSG00000054803
140691,TRIM69,tripartite motif containing 69,Homo sapiens,PROTEIN_CODING,ENSG00000185880
140699,MROH8,maestro heat like repeat family member 8,Homo sapiens,PROTEIN_CODING,ENSG00000101353
140710,MTCL2,microtubule crosslinking factor 2,Homo sapiens,PROTEIN_CODING,ENSG00000149639
140730,RIMS4,regulating synaptic membrane exocytosis 4,Homo sapiens,PROTEIN_CODING,ENSG00000101098
140738,TMEM37,transmembrane protein 37,Homo sapiens,PROTEIN_CODING,ENSG00000171227
140739,UBE2F,ubiquitin conjugating enzyme E2 F (putative),Homo sapiens,PROTEIN_CODING,ENSG00000184182
140767,NRSN1,neurensin 1,Homo sapiens,PROTEIN_CODING,ENSG00000152954
140801,RPL10L,ribosomal protein L10 like,Homo sapiens,PROTEIN_CODING,ENSG00000165496
140807,KRT72,keratin 72,Homo sapiens,PROTEIN_CODING,ENSG00000170486
140825,NEURL2,neuralized E3 ubiquitin protein ligase 2,Homo sapiens,PROTEIN_CODING,ENSG00000124257
140836,BANF2,BANF family member 2,Homo sapiens,PROTEIN_CODING,ENSG00000125888
140838,NANP,N-acetylneuraminic acid phosphatase,Homo sapiens,PROTEIN_CODING,ENSG00000170191
140850,DEFB127,defensin beta 127,Homo sapiens,PROTEIN_CODING,ENSG00000088782
140862,ISM1,isthmin 1,Homo sapiens,PROTEIN_CODING,ENSG00000101230
140880,CST11,cystatin 11,Homo sapiens,PROTEIN_CODING,ENSG00000125831
140881,DEFB129,defensin beta 129,Homo sapiens,PROTEIN_CODING,ENSG00000125903
140883,ZNF280B,zinc finger protein 280B,Homo sapiens,PROTEIN_CODING,ENSG00000275004
140886,PABPC5,poly(A) binding protein cytoplasmic 5,Homo sapiens,PROTEIN_CODING,ENSG00000174740
140901,STK35,serine/threonine kinase 35,Homo sapiens,PROTEIN_CODING,ENSG00000125834
140902,R3HDML,R3H domain containing like,Homo sapiens,PROTEIN_CODING,ENSG00000101074
141,ADPRH,ADP-ribosylarginine hydrolase,Homo sapiens,PROTEIN_CODING,ENSG00000144843
1412,CRYBA2,crystallin beta A2,Homo sapiens,PROTEIN_CODING,ENSG00000163499
1417,CRYBB3,crystallin beta B3,Homo sapiens,PROTEIN_CODING,ENSG00000100053
1418,CRYGA,crystallin gamma A,Homo sapiens,PROTEIN_CODING,ENSG00000168582
142679,DUSP19,dual specificity phosphatase 19,Homo sapiens,PROTEIN_CODING,ENSG00000162999
142683,ITLN2,intelectin 2,Homo sapiens,PROTEIN_CODING,ENSG00000158764
142684,RAB40A,"RAB40A, member RAS oncogene family",Homo sapiens,PROTEIN_CODING,ENSG00000172476
142685,ASB15,ankyrin repeat and SOCS box containing 15,Homo sapiens,PROTEIN_CODING,ENSG00000146809
142689,ASB12,ankyrin repeat and SOCS box containing 12,Homo sapiens,PROTEIN_CODING,ENSG00000198881
142891,SAMD8,sterile alpha motif domain containing 8,Homo sapiens,PROTEIN_CODING,ENSG00000156671
142940,TRUB1,TruB pseudouridine synthase family member 1,Homo sapiens,PROTEIN_CODING,ENSG00000165832
143162,FRMPD2,FERM and PDZ domain containing 2,Homo sapiens,PROTEIN_CODING,ENSG00000170324
143241,DYDC1,DPY30 domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000170788
143244,EIF5AL1,eukaryotic translation initiation factor 5A like 1,Homo sapiens,PROTEIN_CODING,ENSG00000253626
143279,HECTD2,HECT domain E3 ubiquitin protein ligase 2,Homo sapiens,PROTEIN_CODING,ENSG00000165338
143425,SYT9,synaptotagmin 9,Homo sapiens,PROTEIN_CODING,ENSG00000170743
143458,LDLRAD3,low density lipoprotein receptor class A domain containing 3,Homo sapiens,PROTEIN_CODING,ENSG00000179241
143471,PSMA8,proteasome 20S subunit alpha 8,Homo sapiens,PROTEIN_CODING,ENSG00000154611
143496,OR52B4,olfactory receptor family 52 subfamily B member 4,Homo sapiens,PROTEIN_CODING,ENSG00000221996
143570,XRRA1,X-ray radiation resistance associated 1,Homo sapiens,PROTEIN_CODING,ENSG00000166435
143684,FAM76B,family with sequence similarity 76 member B,Homo sapiens,PROTEIN_CODING,ENSG00000077458
143872,ARHGAP42,Rho GTPase activating protein 42,Homo sapiens,PROTEIN_CODING,ENSG00000165895
143879,KBTBD3,kelch repeat and BTB domain containing 3,Homo sapiens,PROTEIN_CODING,ENSG00000182359
143884,CWF19L2,CWF19 like cell cycle control factor 2,Homo sapiens,PROTEIN_CODING,ENSG00000152404
143888,POGLUT3,protein O-glucosyltransferase 3,Homo sapiens,PROTEIN_CODING,ENSG00000178202
143903,LAYN,layilin,Homo sapiens,PROTEIN_CODING,ENSG00000204381
143941,TTC36,tetratricopeptide repeat domain 36,Homo sapiens,PROTEIN_CODING,ENSG00000172425
144097,SPINDOC,spindlin interactor and repressor of chromatin binding,Homo sapiens,PROTEIN_CODING,ENSG00000168005
144108,SPTY2D1,SPT2 chromatin protein domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000179119
144110,TMEM86A,transmembrane protein 86A,Homo sapiens,PROTEIN_CODING,ENSG00000151117
144124,OR10A5,olfactory receptor family 10 subfamily A member 5,Homo sapiens,PROTEIN_CODING,ENSG00000166363
144125,OR2AG1,olfactory receptor family 2 subfamily AG member 1,Homo sapiens,PROTEIN_CODING,ENSG00000279486
144132,DNHD1,dynein heavy chain domain 1,Homo sapiens,PROTEIN_CODING,ENSG00000179532
144193,AMDHD1,amidohydrolase domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000139344
144195,SLC2A14,solute carrier family 2 member 14,Homo sapiens,PROTEIN_CODING,ENSG00000173262
144233,BCDIN3D,BCDIN3 domain containing RNA methyltransferase,Homo sapiens,PROTEIN_CODING,ENSG00000186666
144245,ALG10B,"ALG10 alpha-1,2-glucosyltransferase B",Homo sapiens,PROTEIN_CODING,ENSG00000175548
144321,GLIPR1L2,GLIPR1 like 2,Homo sapiens,PROTEIN_CODING,ENSG00000180481
144347,RFLNA,refilin A,Homo sapiens,PROTEIN_CODING,ENSG00000178882
144348,ZNF664,zinc finger protein 664,Homo sapiens,PROTEIN_CODING,ENSG00000179195
1444,CSHL1,chorionic somatomammotropin hormone like 1,Homo sapiens,PROTEIN_CODING,ENSG00000204414
144402,CPNE8,copine 8,Homo sapiens,PROTEIN_CODING,ENSG00000139117
144404,TMEM120B,transmembrane protein 120B,Homo sapiens,PROTEIN_CODING,ENSG00000188735
144423,GLT1D1,glycosyltransferase 1 domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000151948
144453,BEST3,bestrophin 3,Homo sapiens,PROTEIN_CODING,ENSG00000127325
144501,KRT80,keratin 80,Homo sapiens,PROTEIN_CODING,ENSG00000167767
144577,KICS2,KICSTOR subunit 2,Homo sapiens,PROTEIN_CODING,ENSG00000174206
144699,FBXL14,F-box and leucine rich repeat protein 14,Homo sapiens,PROTEIN_CODING,ENSG00000171823
144715,RAD9B,RAD9 checkpoint clamp component B,Homo sapiens,PROTEIN_CODING,ENSG00000151164
144717,PHETA1,PH domain containing endocytic trafficking adaptor 1,Homo sapiens,PROTEIN_CODING,ENSG00000198324
144983,HNRNPA1L2,heterogeneous nuclear ribonucleoprotein A1 like 2,Homo sapiens,PROTEIN_CODING,ENSG00000139675
145282,MIPOL1,mirror-image polydactyly 1,Homo sapiens,PROTEIN_CODING,ENSG00000151338
145389,SLC38A6,solute carrier family 38 member 6,Homo sapiens,PROTEIN_CODING,ENSG00000139974
145407,ARMH4,armadillo like helical domain containing 4,Homo sapiens,PROTEIN_CODING,ENSG00000139971
145482,PTGR2,prostaglandin reductase 2,Homo sapiens,PROTEIN_CODING,ENSG00000140043
145483,FAM161B,FAM161 centrosomal protein B,Homo sapiens,PROTEIN_CODING,ENSG00000156050
145501,ISM2,isthmin 2,Homo sapiens,PROTEIN_CODING,ENSG00000100593
145508,CEP128,centrosomal protein 128,Homo sapiens,PROTEIN_CODING,ENSG00000100629
145553,MDP1,magnesium dependent phosphatase 1,Homo sapiens,PROTEIN_CODING,ENSG00000213920
145567,TTC7B,tetratricopeptide repeat domain 7B,Homo sapiens,PROTEIN_CODING,ENSG00000165914
145581,LRFN5,leucine rich repeat and fibronectin type III domain containing 5,Homo sapiens,PROTEIN_CODING,ENSG00000165379
145645,TERB2,telomere repeat binding bouquet formation protein 2,Homo sapiens,PROTEIN_CODING,ENSG00000167014
145741,C2CD4A,C2 calcium dependent domain containing 4A,Homo sapiens,PROTEIN_CODING,ENSG00000198535
145773,FAM81A,family with sequence similarity 81 member A,Homo sapiens,PROTEIN_CODING,ENSG00000157470
145781,GCOM1,"GCOM1, MYZAP-POLR2M combined locus",Homo sapiens,PROTEIN_CODING,ENSG00000137878
145864,HAPLN3,hyaluronan and proteoglycan link protein 3,Homo sapiens,PROTEIN_CODING,ENSG00000140511
145873,MESP2,mesoderm posterior bHLH transcription factor 2,Homo sapiens,PROTEIN_CODING,ENSG00000188095
145942,TMCO5A,transmembrane and coiled-coil domains 5A,Homo sapiens,PROTEIN_CODING,ENSG00000166069
146050,ZSCAN29,zinc finger and SCAN domain containing 29,Homo sapiens,PROTEIN_CODING,ENSG00000140265
146167,SLC38A8,solute carrier family 38 member 8,Homo sapiens,PROTEIN_CODING,ENSG00000166558
146183,OTOA,otoancorin,Homo sapiens,PROTEIN_CODING,ENSG00000155719
146198,ZFP90,ZFP90 zinc finger protein,Homo sapiens,PROTEIN_CODING,ENSG00000184939
146223,CMTM4,CKLF like MARVEL transmembrane domain containing 4,Homo sapiens,PROTEIN_CODING,ENSG00000183723
146279,TEKT5,tektin 5,Homo sapiens,PROTEIN_CODING,ENSG00000153060
146330,FBXL16,F-box and leucine rich repeat protein 16,Homo sapiens,PROTEIN_CODING,ENSG00000127585
146378,C16orf92,chromosome 16 open reading frame 92,Homo sapiens,PROTEIN_CODING,ENSG00000167194
146395,GSG1L,GSG1 like,Homo sapiens,PROTEIN_CODING,ENSG00000169181
146434,ZNF597,zinc finger protein 597,Homo sapiens,PROTEIN_CODING,ENSG00000167981
146439,BICDL2,BICD family like cargo adaptor 2,Homo sapiens,PROTEIN_CODING,ENSG00000162069
146547,PRSS36,serine protease 36,Homo sapiens,PROTEIN_CODING,ENSG00000178226
146556,C16orf89,chromosome 16 open reading frame 89,Homo sapiens,PROTEIN_CODING,ENSG00000153446
146705,TEPSIN,TEPSIN adaptor related protein complex 4 accessory protein,Homo sapiens,PROTEIN_CODING,ENSG00000167302
146712,B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1",Homo sapiens,PROTEIN_CODING,ENSG00000175711
146754,DNAH2,dynein axonemal heavy chain 2,Homo sapiens,PROTEIN_CODING,ENSG00000183914
146760,RTN4RL1,reticulon 4 receptor like 1,Homo sapiens,PROTEIN_CODING,ENSG00000185924
146779,EFCAB3,EF-hand calcium binding domain 3,Homo sapiens,PROTEIN_CODING,ENSG00000172421
146845,CFAP52,cilia and flagella associated protein 52,Homo sapiens,PROTEIN_CODING,ENSG00000166596
146849,CCDC42,coiled-coil domain containing 42,Homo sapiens,PROTEIN_CODING,ENSG00000161973
146850,PIK3R6,phosphoinositide-3-kinase regulatory subunit 6,Homo sapiens,PROTEIN_CODING,ENSG00000276231
146852,ODF4,outer dense fiber of sperm tails 4,Homo sapiens,PROTEIN_CODING,ENSG00000184650
146857,SLFN13,schlafen family member 13,Homo sapiens,PROTEIN_CODING,ENSG00000154760
146862,UNC45B,unc-45 myosin chaperone B,Homo sapiens,PROTEIN_CODING,ENSG00000141161
146894,CD300LG,CD300 molecule like family member g,Homo sapiens,PROTEIN_CODING,ENSG00000161649
146923,RUNDC1,RUN domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000198863
147007,TMEM199,transmembrane protein 199,Homo sapiens,PROTEIN_CODING,ENSG00000244045
147011,PROCA1,protein interacting with cyclin A1,Homo sapiens,PROTEIN_CODING,ENSG00000167525
147015,DHRS13,dehydrogenase/reductase 13,Homo sapiens,PROTEIN_CODING,ENSG00000167536
147040,KCTD11,potassium channel tetramerization domain containing 11,Homo sapiens,PROTEIN_CODING,ENSG00000213859
147111,NOTUM,"notum, palmitoleoyl-protein carboxylesterase",Homo sapiens,PROTEIN_CODING,ENSG00000185269
147183,KRT25,keratin 25,Homo sapiens,PROTEIN_CODING,ENSG00000204897
147199,SCGB1C1,secretoglobin family 1C member 1,Homo sapiens,PROTEIN_CODING,ENSG00000188076
147323,STARD6,StAR related lipid transfer domain containing 6,Homo sapiens,PROTEIN_CODING,ENSG00000174448
147339,ARK2N,arkadia (RNF111) N-terminal like PKA signaling regulator 2N,Homo sapiens,PROTEIN_CODING,ENSG00000152242
147381,CBLN2,cerebellin 2 precursor,Homo sapiens,PROTEIN_CODING,ENSG00000141668
147407,SLC25A52,solute carrier family 25 member 52,Homo sapiens,PROTEIN_CODING,ENSG00000141437
147645,VSIG10L,V-set and immunoglobulin domain containing 10 like,Homo sapiens,PROTEIN_CODING,ENSG00000186806
147650,SPACA6,sperm acrosome associated 6,Homo sapiens,PROTEIN_CODING,ENSG00000182310
147657,ZNF480,zinc finger protein 480,Homo sapiens,PROTEIN_CODING,ENSG00000198464
147664,ERVV-1,"endogenous retrovirus group V member 1, envelope",Homo sapiens,PROTEIN_CODING,ENSG00000269526
147686,ZNF418,zinc finger protein 418,Homo sapiens,PROTEIN_CODING,ENSG00000196724
147687,ZNF417,zinc finger protein 417,Homo sapiens,PROTEIN_CODING,ENSG00000173480
147700,KLC3,kinesin light chain 3,Homo sapiens,PROTEIN_CODING,ENSG00000104892
147746,HIPK4,homeodomain interacting protein kinase 4,Homo sapiens,PROTEIN_CODING,ENSG00000160396
147798,TMC4,transmembrane channel like 4,Homo sapiens,PROTEIN_CODING,ENSG00000167608
147807,ZNF524,zinc finger protein 524,Homo sapiens,PROTEIN_CODING,ENSG00000171443
147808,ZNF784,zinc finger protein 784,Homo sapiens,PROTEIN_CODING,ENSG00000179922
147872,KASH5,KASH domain containing 5,Homo sapiens,PROTEIN_CODING,ENSG00000161609
147906,DACT3,dishevelled binding antagonist of beta catenin 3,Homo sapiens,PROTEIN_CODING,ENSG00000197380
147920,IGFL2,IGF like family member 2,Homo sapiens,PROTEIN_CODING,ENSG00000204866
147923,ZNF420,zinc finger protein 420,Homo sapiens,PROTEIN_CODING,ENSG00000197050
147929,ZNF565,zinc finger protein 565,Homo sapiens,PROTEIN_CODING,ENSG00000196357
147968,CAPN12,calpain 12,Homo sapiens,PROTEIN_CODING,ENSG00000182472
147991,DPY19L3,dpy-19 like C-mannosyltransferase 3,Homo sapiens,PROTEIN_CODING,ENSG00000178904
148014,TTC9B,tetratricopeptide repeat domain 9B,Homo sapiens,PROTEIN_CODING,ENSG00000174521
148066,ZNRF4,zinc and ring finger 4,Homo sapiens,PROTEIN_CODING,ENSG00000105428
148170,CDC42EP5,CDC42 effector protein 5,Homo sapiens,PROTEIN_CODING,ENSG00000167617
148198,ZNF98,zinc finger protein 98,Homo sapiens,PROTEIN_CODING,ENSG00000197360
148223,C19orf25,chromosome 19 open reading frame 25,Homo sapiens,PROTEIN_CODING,ENSG00000119559
148229,ATP8B3,ATPase phospholipid transporting 8B3,Homo sapiens,PROTEIN_CODING,ENSG00000130270
148252,DIRAS1,DIRAS family GTPase 1,Homo sapiens,PROTEIN_CODING,ENSG00000176490
148254,ZNF555,zinc finger protein 555,Homo sapiens,PROTEIN_CODING,ENSG00000186300
148266,ZNF569,zinc finger protein 569,Homo sapiens,PROTEIN_CODING,ENSG00000196437
148281,SYT6,synaptotagmin 6,Homo sapiens,PROTEIN_CODING,ENSG00000134207
148304,C1orf74,chromosome 1 open reading frame 74,Homo sapiens,PROTEIN_CODING,ENSG00000162757
148362,BROX,BRO1 domain and CAAX motif containing,Homo sapiens,PROTEIN_CODING,ENSG00000162819
148398,SAMD11,sterile alpha motif domain containing 11,Homo sapiens,PROTEIN_CODING,ENSG00000187634
